what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"14.0-b16",1275413632873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275413633380
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275413633715
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275413633987
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275413634338
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413636862
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413660688
started,bundle,org.eclipse.equinox.p2.ui,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.ui",1275413664156
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1275413664201
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1275413664284
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.update",1275413664639
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413665087
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1275413665224
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.101.R35x_20100105,"org.eclipse.equinox.p2.updatesite",1275413665560
started,bundle,org.eclipse.equinox.p2.publisher,1.0.1.R35x_20100105,"org.eclipse.equinox.p2.publisher",1275413665598
error,log,,,"Unable to load the repository http://www.eclipse.org/swt",1275413665829
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.101.R35x_v20090721,"org.eclipse.equinox.p2.artifact.repository",1275413681557
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.101.R35x_20090820-1821,"org.eclipse.equinox.p2.touchpoint.eclipse",1275413681618
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413681941
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413683032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413706292
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413706753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413722358
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413723142
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413726995
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413727170
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275413730231
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1275413730604
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1275413730604
stopped,bundle,net.sf.fjep.fatjar,0.0.31,"net.sf.fjep.fatjar",1275413730604
stopped,bundle,com.python.pydev.codecompletion,1.5.7.2010050621,"com.python.pydev.codecompletion",1275413730604
stopped,bundle,com.python.pydev.refactoring,1.5.7.2010050621,"com.python.pydev.refactoring",1275413730604
stopped,bundle,com.python.pydev.analysis,1.5.7.2010050621,"com.python.pydev.analysis",1275413730604
stopped,bundle,com.python.pydev.debug,1.5.7.2010050621,"com.python.pydev.debug",1275413730605
stopped,bundle,com.python.pydev.fastparser,1.5.7.2010050621,"com.python.pydev.fastparser",1275413730605
stopped,bundle,com.python.pydev,1.5.7.2010050621,"com.python.pydev",1275413730605
stopped,bundle,org.python.pydev.django,1.5.7.2010050621,"org.python.pydev.django",1275413730605
stopped,bundle,org.python.pydev.customizations,1.5.7.2010050621,"org.python.pydev.customizations",1275413730605
stopped,bundle,org.python.pydev.debug,1.5.7.2010050621,"org.python.pydev.debug",1275413730605
stopped,bundle,org.python.pydev.refactoring,1.5.7.2010050621,"org.python.pydev.refactoring",1275413730605
stopped,bundle,org.python.pydev.templates,1.5.7.2010050621,"org.python.pydev.templates",1275413730605
stopped,bundle,org.python.pydev,1.5.7.2010050621,"org.python.pydev",1275413730605
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1275413730834
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1275413730834
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1275413730834
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1275413730834
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1275413730834
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1275413730834
stopped,bundle,org.eclipse.mylyn.ide.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ui",1275413730835
stopped,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1275413730835
stopped,bundle,org.eclipse.mylyn.resources.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.resources.ui",1275413730835
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.2.1.v20100222-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1275413730835
stopped,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1275413730836
stopped,bundle,org.eclipse.mylyn.help.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.help.ui",1275413730836
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1275413730836
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui",1275413730836
stopped,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1275413730836
stopped,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1275413730837
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1275413730837
stopped,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1275413730838
stopped,bundle,org.eclipse.team.svn.ui,0.7.8.I20091023-1300,"org.eclipse.team.svn.ui",1275413730838
stopped,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1275413730839
stopped,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1275413730839
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1275413730839
stopped,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1275413730839
stopped,bundle,org.python.pydev.jython,1.5.7.2010050621,"org.python.pydev.jython",1275413730839
stopped,bundle,org.python.pydev.parser,1.5.7.2010050621,"org.python.pydev.parser",1275413730839
